국제표준연속 간행물번호(전자식),국제표준연속 간행물번호(종이식),학술지명(국문),학술지명(외국어),등재 구분,학술지 연구분야,창간년도,발행간기,사용언어,발행기관명(국문),발행기관명(영문),부설연구소 소속 대학,기관 구분
,15983293,영어영문학연구,The Jungang Journal of English Language and Literature,등재,인문학 > 영어와문학,1968,연4회,"한국어,영어",한국중앙영어영문학회,The Jungang English Language And Literature Association Of Korea,,학회
22887962,12257281,자원환경지질,Economic and Environmental Geology,등재,자연과학 > 지질학,1968,연6회,"한국어,영어",대한자원환경지질학회,Korea Society Of Economic&Environmental Geology,,학회
,1229067X,한국심리학회지:일반,Korean Journal of Psychology: General,우수등재,사회과학 > 심리과학,1968,연4회,"한국어,영어",한국심리학회,The Korean Psychological Association,,학회
,12290297,신학전망,Theological Perspective,등재,인문학 > 가톨릭신학 > 기타가톨릭신학,1968,연4회,"한국어,영어",신학연구소,,광주가톨릭대학교,대학부설연구소
20936516,2233601X,The Korean Journal of Thoracic and Cardiovascular Surgery,The Korean Journal of Thoracic and Cardiovascular Surgery,등재,의약학 > 흉부외과학,1968,연6회,"한국어,영어",대한흉부외과학회,Korean Society For Thoracic And Cardiovascular Surgery,,학회
22334521,19758375,예방의학회지,Journal of Preventive Medicine and Public Health ,등재,의약학 > 예방의학,1968,연6회,"한국어,영어",대한예방의학회,The Korean Society For Preventive Medicine,,학회
22336869,15989992,대한소화기학회지,The Korean Journal of Gastroenterology,등재,의약학 > 내과학,1968,연12회,"한국어,영어",대한소화기학회,The Korean Society Of Gastroenterology,,학회
22878815,3748111,한국수산과학회지, Korean Journal of Fisheries and Aquatic Sciences,등재,농수해양학 > 수산학,1968,연6회,"한국어,영어",한국수산과학회,The Korean Society of Fisheries and Aquatic Science,,학회
22876138,12266280,한국수자원학회 논문집,JOURNAL OF KOREA WATER RESOURCES ASSOCITION,등재,공학 > 토목공학,1968,연12회,"한국어,한국어",한국수자원학회,,,학회
,1226296X,한국사연구,The Journal of Korean History,우수등재,인문학 > 역사학,1968,연4회,"한국어,한국어",한국사연구회,The Association For Korean Historical Studies,,학회
19768524,3744884,Journal of the Korean Physical Society,,등재,자연과학 > 물리학,1968,연12회이상,영어,한국물리학회,The Korean Physical Society,,학회
22888403,12258024,한국표면공학회지,Journal of The Korean Institute of Surface Engineering,등재,공학 > 기계공학,1968,연6회,"한국어,영어",한국표면공학회,The Korean Institute Of Surface Engineering,,학회
20057563,20056419,Korean Journal of Anesthesiology,Korean Journal of Anesthesiology,등재,의약학 > 마취과학,1968,연6회,영어,대한마취통증의학회,Korean Society Of Anesthesiologists,,학회
22883959,22883886,Journal of Nutrition and Health,Journal of Nutrition and Health,등재,자연과학 > 생활과학 > 영양학,1968,연6회,"한국어,영어",한국영양학회,The Korean Nutrition Society,,학회
1976670X,19766696,BMB Reports,BMB Reports,등재,자연과학 > 화학,1968,연12회,영어,생화학분자생물학회,Korean Society Of Biochemistry And Molecular Biology,,학회
25863053,233919,Korea Observer,Korea Observer,등재,사회과학 > 정치외교학,1968,연4회,"영어,영어",한국학술연구원,Institute of Korean Studies,,학회
,2572397,식품과학과 산업,Food Science and Industry,등재후보,농수해양학 > 식품과학,1968,연4회,한국어,한국식품과학회,Korean Society of Food Science and Technology,,학회
20933673,20933665,Anatomy and Cell Biology,Anatomy and Cell Biology,등재후보,의약학 > 해부학,1968,연4회,영어,대한해부학회,The Korean Association Of Anatomists,,학회
22882162,3676315,한국토양비료학회지(Korean Journal of Soil Science and Fertilizer),Korean Journal of Soil Science & Fertilizer,등재,농수해양학 > 농학,1968,연4회,"한국어,영어",한국토양비료학회,Korean Society Of Soil Sciences And Fertilizer,,학회
2733497X,12253014,국어교육연구,The Journal of Korean Language and Literature Education,등재,인문학 > 한국어와문학,1969,연3회,"한국어,한국어",국어교육학회(since1969),The Society Of Korean Language And Literature Education,,학회
,12296953,한국민속학,,등재,인문학 > 역사학,1969,연2회,"한국어,한국어",한국민속학회,,,학회
26719924,26719940,수산해양기술연구,Journal of the Korean Society of Fisheries and Ocean Technology ,등재,농수해양학 > 수산학,1969,연4회,"한국어,한국어",한국수산해양기술학회,The Korean Society of Fisheries and Ocean Technology,,학회
22875174,2503360,한국육종학회지,KOREAN JOURNAL OF BREEDING SCIENCE,등재,농수해양학 > 농학,1969,연4회,"한국어,영어",한국육종학회,The Korean Breeding Society,,학회
,2533200,펄프종이기술,Journal of Korea TAPPI,등재,농수해양학 > 임학,1969,연6회,"한국어,영어",한국펄프·종이공학회,Korea Technical Association Of The Pulp And Paper Industry ,,학회
,12263753,미국학 논집,Journal of American Studies,등재,인문학 > 영어와문학,1969,연3회,"한국어,영어",한국아메리카학회,The American Studies Association Of Korea,,학회
,2533073,생약학회지,Korean Journal of Pharmacognosy,등재,의약학 > 약학,1969,연4회,"한국어,영어",한국생약학회,The Korean Society Of Pharmacognosy,,학회
27138976,17387361,농업교육과 인적자원개발,Journal ofAgricultural Education and Human Resource Development,등재,사회과학 > 교육학,1969,연4회,"한국어,영어",한국농·산업교육학회,The Korean Society for Agricultural Education and Human Resource Development,,학회
,3676293,한국식품과학회지,Korean Journal of Food Science and Technology,등재,농수해양학 > 식품과학,1969,연6회,한국어,한국식품과학회,Korean Society of Food Science and Technology,,학회
24661546,12258318,식물분류학회지,Korean Journal of plant Taxonomy,등재,자연과학 > 생물학,1969,연4회,"한국어,영어",한국식물분류학회,The Korean Society of Plant Taxonomists,,학회
,12291471,지역개발연구 (The Studies in Regional Development),The Studies in Regional Development,등재,사회과학 > 경제학 > 권역경제 > 지역경제,1969,연2회,"한국어,영어",지역개발연구소,The Center for Regional Development ,전남대학교,대학부설연구소
22874445,22875123,한국현미경학회지,Applied Microscopy,등재,자연과학 > 자연과학일반,1969,연4회,영어,한국현미경학회,Korean Society Of Microscopy,,학회
,17380421,한국출판학연구,Studies of Korean Science,등재,사회과학 > 신문방송학,1969,연6회,"한국어,한국어",한국출판학회,,,학회
,12259039,대구사학,DAEGUSAHAK,등재,인문학 > 역사학,1969,연4회,"한국어,한국어",대구사학회,Daegu Sahakhoe,,학회
2234358X,17385733,Nuclear Engineering and Technology,Nuclear Engineering and Technology,등재,공학 > 원자력공학,1969,연12회,"영어,영어",한국원자력학회,Korean Nuclear Society,,학회
20926448,20932340,Infection and Chemotherapy,,등재,의약학 > 내과학,1969,연4회,영어,대한감염학회,The Korean Society Of Infectious Diseases,,학회
,12262587,대한화장품학회지,journal of the society of cosmetic scientists of korea,등재,의약학 > 피부과학 > 피부미용,1970,연4회,"한국어,영어",대한화장품학회,The Society of Cosmetic Scientists of Korea,,학회
22875387,12256625,한국가금학회지,Korean Journal of Poultry Science,등재,농수해양학 > 축산학 > 기타축산학,1970,연4회,"한국어,영어",한국가금학회,Korean Society Of Poultry Science,,학회
2005372X,22347518,대한치과교정학회지,The Korean Journal of Orthodontics,등재,의약학 > 치의학,1970,연6회,영어,대한치과교정학회,The Korean Association Of Orthodontists,,학회
22881727,12251011,수산경영론집,The Journal of Fisheries Business Administration,등재,농수해양학 > 수산학,1970,연4회,"한국어,영어",한국수산경영학회,The Fisheries Business Administration  Society Of Korea,,학회
,1225598X,한국문헌정보학회지,Journal of the Korean Library and Information Science Society,우수등재,복합학 > 문헌정보학,1970,연4회,"한국어,영어",한국문헌정보학회,,,학회
27137112,1229392X,경인교육대학교 교육연구원 교육논총,The Journal of Education,등재,사회과학 > 교육학 > 분야교육 > 초등교육,1970,연4회,"한국어,영어",교육연구원,The Institute for Education and Research Gyeongin National University of Education,경인교육대학교,대학부설연구소
,12266906,백제연구,,등재,인문학 > 역사학,1970,연2회,"한국어,영어",백제연구소,paekche reserch institute,충남대학교,대학부설연구소
2093758X,,Journal of Korean Academy of Nursing,Journal of Korean Academy of Nursing,등재,의약학 > 간호학,1970,연6회,"한국어,영어",한국간호과학회,Korean Society of Nursing Science,,학회
17485967,17485967,Entomological Research,Entomological Research,등재,자연과학 > 생물학,1971,연12회,영어,한국곤충학회,,,학회
17385555,17385520,Korean Circulation Journal,Korean Circulation Journal,등재,의약학 > 내과학,1971,연12회,영어,대한심장학회,The Korean Society of Cardiology,,학회
,12299073,화약 발파,Explosives & Blasting,등재후보,공학 > 자원공학 > 지반/시추/발파공학,1971,연4회,한국어,대한화약발파공학회,Korean Society Of Explosives And Blast Engineering,,학회
,12254444,공법연구,Public Law,우수등재,사회과학 > 법학,1971,연4회,한국어,한국공법학회,Korean Public Law Association,,학회
,12251445,고전문학연구,Journal of Korean Classical Literature,등재,인문학 > 한국어와문학,1971,연2회,한국어,한국고전문학회,Korean Classical Literature Association,,학회
,12250732,美學(미학),Mihak -The Korean Journal of Aesthetics,등재,인문학 > 철학,1971,연4회,"한국어,영어",한국미학회,The Korean Society Of Aesthetics,,학회
,12261874,경영학연구,korean management review,우수등재,사회과학 > 경영학,1971,연6회,"한국어,한국어",한국경영학회,Korean Academic Society Of Business Administration,,학회
20932286,20932278,Journal of Periodontal & Implant Science,Journal of Periodontal & Implant Science ,등재,의약학 > 치의학,1971,연6회,"영어,영어",대한치주과학회,The Korean Academy Of Periodontology,,학회
,12293199,동양학,The Oriental Studies,등재,인문학 > 기타인문학,1971,연4회,"한국어,영어",동양학연구원,"Academy of Asian Studies, Dankook University",단국대학교,대학부설연구소
,19754604,한국음악연구,STUDIES IN KOREAN MUSIC,등재,예술체육학 > 음악학,1971,연2회,"한국어,영어",한국국악학회,,,학회
20936214,20935552,Journal of Pharmaceutical Investigation,Journal of Pharmaceutical Investigation,등재,의약학 > 약학,1971,연6회,영어,한국약제학회,The Korean Society of Pharmaceutical Sciences and Technology,,학회
25084550,15988457,인문과학,,등재,인문학 > 기타인문학,1971,연4회,"한국어,다수언어",인문학연구원,Institute for Humanities,성균관대학교,대학부설연구소
22337830,22337822,Imaging Science in Dentistry,Imaging Science in Dentistry,등재,의약학 > 치의학,1971,연4회,"영어,영어",대한영상치의학회,Korean Academy Of Oral And Maxillofacial Radiology,,학회
,17383617,韓國宗敎,Religions of Korea,등재후보,인문학 > 종교학,1971,연2회,"한국어,영어",종교문제연구소,The Research Center of Religions,원광대학교,대학부설연구소
,12292435,한국비블리아학회지,Journal of the Korean Biblia Society for Library and Information Science,등재,복합학 > 문헌정보학,1972,연4회,"한국어,영어",한국비블리아학회,Journal Of The Korean Biblia Society For Library And Information Science,,학회
,12263516,종교연구,Studies in Religion(The Journal of the Korean Association for the History of Religions),등재,인문학 > 종교학,1972,연3회,"한국어,영어",한국종교학회,Korean Association For The History Of Religions,,학회
22336087,22336079,Diabetes and Metabolism Journal,Diabetes and Metabolism Journal,등재,의약학 > 내과학,1972,연6회,영어,대한당뇨병학회,Korean Diabetes Association,,학회
,2234876X,생물교육,BIOLOGY EDUCATION,등재,사회과학 > 교육학,1972,연4회,"한국어,영어",한국생물교육학회,The Korean Society of Biology Education,,학회
